,ID,CAP,Età,Data_evento_1,Feat_A_1,Feat_A_2,Feat_A_3,Feat_A_4,Feat_A_5,Feat_A_6,Data_evento_2,Feat_B_1,Feat_B_2,Feat_B_3,Feat_B_4,Feat_B_5,Feat_B_6,Target_1,Feat_C_1,Feat_C_2,Feat_C_3,Feat_C_4,Feat_C_6,Feat_C_5,Target_2
221,221,00177,42.0,13461984000.0,25.56,9.0,3.96,396.0,13.741200000000001,1.5268000000000002,13455072000.0,,,,,,,,8.4,8.3,16.700000000000003,1.1904761904761862,1.5,0.0,0.0
222,222,,,13439865600.0,,,,,,,,,,,,,,,16.3,15.3,31.6,6.134969325153374,3.5,0.0,0.0
223,223,,,13427856000.0,,,,,,,,,,,,,,,18.5,14.7,33.2,20.540540540540544,0.0,0.0,0.0
224,224,00177,24.0,13383360000.0,1.65,3.19,9.83,983.0,34.1101,10.69282131661442,13380940800.0,1.4,7.4,230.0,322.0,0.8,70.84,0.0,20.0,23.0,43.0,13.043478260869565,0.0,0.0,0.0
225,225,,,13392086400.0,,,,,,,,,,,,,,,12.0,15.0,27.0,20.0,3.5,0.0,0.0
226,226,00072,38.0,13606012800.0,10.64,3.93,3.5619596541786738,356.1959654178674,12.36,3.145038167938931,13606012800.0,1.2,7.8,32.0,38.4,0.6,3.456,0.0,15.3,13.2,28.5,13.725490196078441,2.0,0.0,0.0
227,227,00136,37.0,13433558400.0,6.52,3.33,6.8,680.0,23.596,7.085885885885886,13446000000.0,6.8,7.4,25.0,170.0,4.0,18.36,0.0,10.1,11.4,21.5,11.40350877192983,1.5,2.5,0.0
228,228,,,13416883200.0,,,,,,,,,,,,,,,10.5,7.6,18.1,27.61904761904762,4.0,0.0,0.0
229,229,,,13520131200.0,,,,,,,,,,,,,,,16.0,14.8,30.8,7.499999999999996,2.0,0.0,0.0
230,230,NA,54.0,13496716800.0,2.11,3.52,3.36,336.0,11.6592,3.3122727272727275,13327372800.0,,,,,,,,13.9,10.6,24.5,23.74100719424461,2.0,0.0,0.0
231,231,,,13338604800.0,,,,,,,,,,,,,,,10.0,8.4,18.4,15.999999999999998,3.0,0.0,0.0
232,232,,,13503369600.0,,,,,,,,,,,,,,,12.7,12.8,25.5,0.7812500000000111,0.0,0.0,0.0
233,233,00144,44.0,13467168000.0,3.46,2.89,5.4,540.0,18.738000000000003,6.483737024221454,13466304000.0,2.5,7.5,50.0,125.0,0.7,12.5,0.0,20.7,9.5,30.2,54.106280193236714,3.5,0.0,0.0
234,234,NA,32.0,13339209600.0,2.7,2.56,5.43,543.0,18.8421,7.360195312499999,13332729600.0,2.8,7.4,600.0,1680.0,1.3,100.8,0.0,20.0,18.0,38.0,10.0,1.0,1.0,0.0
235,235,00139,30.0,13541558400.0,4.15,3.42,4.37,437.0,15.163900000000002,4.433888888888889,13541558400.0,,,,,,,,15.7,9.1,24.799999999999997,42.038216560509554,0.0,0.0,0.0
236,236,,,13399948800.0,,,,,,,,,,,,,,,13.0,15.0,28.0,13.333333333333334,0.0,0.0,0.0
237,237,,,13474080000.0,,,,,,,,,,,,,,,22.7,9.6,32.3,57.70925110132159,2.5,1.0,0.0
238,238,,,13445654400.0,,,,,,,,,,,,,,,14.3,11.6,25.9,18.881118881118887,3.5,0.0,0.0
239,239,03043,22.0,13396665600.0,6.36,3.85,5.861671469740633,586.1671469740634,20.34,5.283116883116883,13595126400.0,4.2,7.6,3.0,12.600000000000001,0.9,0.18900000000000003,0.0,14.0,11.0,25.0,21.428571428571427,0.0,0.0,0.0
240,240,,,13546742400.0,,,,,,,,,,,,,,,23.1,24.1,47.2,4.149377593360995,0.0,0.0,0.0
241,241,,,13396665600.0,,,,,,,,,,,,,,,10.0,10.0,20.0,0.0,4.0,0.0,0.0
242,242,,,13390617600.0,,,,,,,,,,,,,,,24.0,22.0,46.0,8.333333333333332,2.5,0.0,0.0
243,243,00153,42.0,13482806400.0,4.06,3.51,4.15,415.00000000000006,14.400500000000003,4.102706552706554,13474080000.0,1.0,7.5,52.0,52.0,0.6,4.16,0.0,13.4,10.1,23.5,24.626865671641795,0.0,0.0,0.0
244,244,03030,33.0,13435113600.0,4.23,2.17,4.21,421.0,14.6087,6.732119815668203,13435113600.0,3.0,7.6,15.0,45.0,0.9,0.5625,0.0,13.3,10.9,24.200000000000003,18.045112781954888,0.0,0.0,0.0
245,245,,,13403318400.0,,,,,,,,,,,,,,,7.9,9.6,17.5,17.708333333333325,2.5,0.0,0.0
246,246,,,13334371200.0,,,,,,,,,,,,,,,14.0,15.0,29.0,6.666666666666667,0.0,0.0,0.0
247,247,00132,,13490755200.0,0.82,2.35,5.95,595.0,20.646500000000003,8.785744680851066,,1.5,7.5,52.0,78.0,0.7,9.75,0.0,12.3,12.3,24.6,0.0,2.5,2.0,0.0
248,248,04011,26.0,13498617600.0,3.41,4.81,6.12,612.0,21.236400000000003,4.415051975051976,13498617600.0,2.0,7.2,28.0,56.0,0.8,5.04,0.0,8.0,8.0,16.0,0.0,3.5,0.0,0.0
249,249,,37.0,13440470400.0,,,,,,,13442371200.0,3.2,7.3,0.0,0.0,0.2,0.0,1.0,9.3,9.3,18.6,0.0,0.0,0.0,0.0
250,250,00158,46.0,13585708800.0,25.3,15.1,3.86,386.0,13.3942,0.8870331125827815,13585708800.0,3.6,7.6,0.1,0.36,0.1,0.0,0.0,7.4,7.2,14.600000000000001,2.702702702702705,2.0,0.0,0.0
251,251,NA,25.0,13416364800.0,2.6,3.62,,,,,13416364800.0,3.0,7.4,70.0,210.0,0.8,41.58,0.0,9.8,19.6,29.400000000000002,50.0,2.5,0.0,0.0
252,252,00133,46.0,13515552000.0,8.33,1.38,2.06,206.0,7.148200000000001,5.179855072463769,13515552000.0,,,,,,,,18.1,7.5,25.6,58.563535911602216,0.0,0.0,0.0
253,253,,,13474425600.0,,,,,,,,,,,,,,,9.2,8.2,17.4,10.869565217391305,0.0,0.0,0.0
254,254,,,13363142400.0,,,,,,,,,,,,,,,15.0,15.0,30.0,0.0,0.0,0.0,0.0
255,255,,,13459305600.0,,,,,,,,,,,,,,,23.7,24.0,47.7,1.250000000000003,0.0,0.0,0.0
256,256,00159,31.0,13439865600.0,3.29,3.81,5.2,520.0,18.044,4.735958005249344,13439865600.0,2.0,7.4,46.0,92.0,0.5,9.936,0.0,12.2,9.7,21.9,20.491803278688526,2.0,0.0,0.0
257,257,00012,29.0,13504406400.0,36.18,14.39,2.81,281.0,9.7507,0.6776025017373176,13491878400.0,3.7,7.2,0.0,0.0,0.2,0.0,1.0,2.1,2.5,4.6,15.999999999999998,0.0,0.0,1.0
258,258,,,13499481600.0,,,,,,,,,,,,,,,16.8,20.1,36.900000000000006,16.417910447761198,0.0,0.0,0.0
259,259,,,13555468800.0,,,,,,,,,,,,,,,20.0,18.4,38.4,8.000000000000007,0.0,0.0,0.0
260,260,,25.0,13496716800.0,,,,,,,13556073600.0,3.8,7.3,45.0,171.0,0.5,19.665,0.0,19.3,15.5,34.8,19.68911917098446,2.5,0.0,0.0
261,261,00188,19.0,13439952000.0,5.26,2.16,3.93,393.0,13.637100000000002,6.313472222222223,13265683200.0,,,,,,,,14.7,13.5,28.2,8.163265306122444,1.0,0.0,0.0
262,262,,,13477104000.0,,,,,,,,,,,,,,,17.8,8.5,26.3,52.24719101123596,0.0,0.0,0.0
263,263,00173,56.0,13529808000.0,4.07,3.94,4.02,401.99999999999994,13.949399999999999,3.540456852791878,13529808000.0,,,,,,,,12.7,10.0,22.7,21.259842519685034,2.0,0.0,0.0
264,264,,,13381545600.0,,,,,,,,,,,,,,,11.0,11.0,22.0,0.0,0.0,0.0,0.0
265,265,,,13477104000.0,,,,,,,,,,,,,,,18.5,18.1,36.6,2.1621621621621547,0.0,0.0,0.0
266,266,00143,37.0,13461724800.0,3.29,1.02,3.66,366.0,12.7002,12.451176470588235,13460342400.0,0.5,6.5,0.0,0.0,0.2,0.0,1.0,17.0,16.6,33.6,2.35294117647058,0.0,0.0,0.0
267,267,,,13424140800.0,,,,,,,,,,,,,,,21.9,21.1,43.0,3.6529680365296677,3.5,0.0,0.0
268,268,00179,37.0,13414204800.0,5.82,2.12,6.1,610.0,21.167,9.984433962264152,13411785600.0,3.0,7.6,10.0,30.0,6.0,1.44,0.0,13.7,12.7,26.4,7.299270072992702,3.0,1.5,0.0
269,269,00012,22.0,13422067200.0,2.62,1.52,3.72,372.0,12.908400000000002,8.492368421052634,13412563200.0,3.0,7.5,6.0,18.0,0.2,1.404,0.0,11.4,13.3,24.700000000000003,14.285714285714288,1.0,0.0,0.0
270,270,,,13416624000.0,,,,,,,,,,,,,,,15.9,13.0,28.9,18.238993710691826,3.0,1.0,0.0
271,271,00042,34.0,13477708800.0,7.7,1.61,5.45,545.0,18.9115,11.746273291925466,13477363200.0,3.5,7.4,120.0,420.0,0.8,76.23,0.0,26.3,0.0,26.3,100.0,0.0,0.0,0.0
272,272,NA,,13464144000.0,2.5,2.76,8.11,811.0,28.1417,10.19626811594203,,1.0,7.3,120.0,120.0,1.4,9.24,0.0,14.7,13.7,28.4,6.802721088435375,3.0,0.0,0.0
273,273,,,13503456000.0,,,,,,,,,,,,,,,13.5,8.2,21.7,39.25925925925927,2.5,0.0,0.0
274,274,,,13424227200.0,,,,,,,,,,,,,,,14.7,14.7,29.4,0.0,3.0,0.0,0.0
275,275,00063,41.0,13473820800.0,1.29,2.73,6.88,688.0,23.8736,8.744908424908425,13472870400.0,3.0,7.5,60.0,180.0,0.4,27.0,0.0,25.8,19.6,45.400000000000006,24.03100775193798,2.0,0.0,0.0
276,276,,,13488163200.0,,,,,,,,,,,,,,,16.0,20.0,36.0,20.0,0.0,0.0,0.0
277,277,00181,28.0,13562035200.0,4.82,3.35,5.48,548.0,19.015600000000003,5.676298507462687,13562035200.0,2.2,7.4,78.0,171.60000000000002,0.4,28.314000000000007,0.0,9.0,7.7,16.7,14.444444444444443,1.0,0.0,0.0
278,278,,,13483756800.0,,,,,,,,,,,,,,,3.7,3.0,6.7,18.918918918918923,0.0,0.0,0.0
279,279,00138,29.0,13421116800.0,3.41,1.32,7.62,762.0,26.4414,20.031363636363636,13416364800.0,0.5,6.6,0.0,0.0,0.9,0.0,1.0,25.3,27.3,52.6,7.326007326007327,0.0,0.0,0.0
280,280,,,13410316800.0,,,,,,,,,,,,,,,11.9,15.8,27.700000000000003,24.68354430379747,0.0,0.0,0.0
281,281,,,13441075200.0,,,,,,,,,,,,,,,19.9,19.1,39.0,4.020100502512549,0.0,0.0,0.0
282,282,04010,21.0,13475289600.0,8.32,3.07,8.23,823.0,28.558100000000003,9.302312703583063,13475289600.0,4.8,7.2,3.0,14.399999999999999,0.4,0.21599999999999994,0.0,10.9,12.0,22.9,9.166666666666663,2.5,0.0,0.0
283,283,00177,35.0,13504060800.0,2.35,3.05,8.11,811.0,28.1417,9.226786885245902,13491619200.0,3.0,7.4,90.0,270.0,0.1,51.84,0.0,16.1,14.7,30.8,8.695652173913055,1.0,2.0,0.0
284,284,00013,31.0,13493174400.0,2.57,2.53,4.03,403.0,13.984100000000002,5.527312252964428,13474857600.0,2.5,7.4,100.0,250.0,0.4,41.25,0.0,23.5,16.4,39.9,30.212765957446813,0.0,0.0,0.0
285,285,,,13346467200.0,,,,,,,,,,,,,,,12.3,12.1,24.4,1.62601626016261,0.0,0.0,0.0
286,286,00137,22.0,13475635200.0,3.05,2.73,10.91,1091.0,37.8577,13.867289377289378,13417401600.0,3.0,7.4,90.0,270.0,0.6,36.45,0.0,19.7,19.2,38.9,2.5380710659898478,2.5,1.5,0.0
287,287,00139,21.0,13466563200.0,1.09,2.27,5.83,583.0,20.2301,8.911938325991189,13473216000.0,2.0,7.4,80.0,160.0,1.3,19.2,0.0,15.5,14.4,29.9,7.096774193548384,3.5,2.0,0.0
288,288,04019,,13499481600.0,90.4,30.5,0.75,75.0,2.6025,0.08532786885245902,13499481600.0,,,,,,,,4.0,3.5,7.5,12.5,3.0,0.0,0.0
289,289,,,13403059200.0,,,,,,,,,,,,,,,22.0,23.0,45.0,4.3478260869565215,0.0,0.0,0.0
290,290,00144,35.0,13451443200.0,5.18,3.33,8.42,842.0,29.2174,8.773993993993994,13451788800.0,3.5,7.5,0.0,0.0,0.9,0.0,1.0,26.1,21.5,47.6,17.624521072796938,0.0,0.0,0.0
291,291,,,13377657600.0,,,,,,,,,,,,,,,15.0,15.0,30.0,0.0,0.0,0.0,0.0
292,292,,,13379299200.0,,,,,,,,,,,,,,,15.0,14.0,29.0,6.666666666666667,1.5,0.0,0.0
293,293,03044,22.0,13330137600.0,11.66,8.93,5.74,574.0,19.917800000000003,2.2304367301231807,13330137600.0,2.4,7.5,0.0,0.0,0.4,0.0,1.0,5.9,5.1,11.0,13.559322033898317,4.0,4.0,0.0
294,294,,,13381286400.0,,,,,,,,,,,,,,,18.0,17.0,35.0,5.555555555555555,0.0,0.0,0.0
295,295,NA,,13390358400.0,3.65,4.32,12.58,1258.0,43.6526,10.104768518518517,13390358400.0,2.5,7.6,80.0,200.0,0.7,41.8,0.0,18.0,18.0,36.0,0.0,0.0,0.0,0.0
296,296,00047,22.0,13352860800.0,5.07,5.68,,,,,13352860800.0,3.0,7.4,8.0,24.0,0.4,1.32,0.0,11.0,9.0,20.0,18.181818181818183,3.0,1.0,0.0
297,297,,,13410835200.0,,,,,,,,,,,,,,,10.7,9.1,19.799999999999997,14.953271028037381,3.0,0.0,0.0
298,298,,,13347072000.0,,,,,,,,,,,,,,,11.0,10.5,21.5,4.545454545454546,0.0,0.0,0.0
299,299,00040,37.0,13488854400.0,4.36,2.54,3.09,309.0,10.7223,4.221377952755906,13484620800.0,3.8,7.4,70.0,266.0,0.7,32.186,0.0,12.0,12.4,24.4,3.2258064516129057,0.0,0.0,0.0
300,300,,,13427769600.0,,,,,,,,,,,,,,,18.5,12.3,30.8,33.51351351351351,0.0,0.0,0.0
301,301,,,13389667200.0,,,,,,,,,,,,,,,20.0,23.0,43.0,13.043478260869565,0.0,0.0,0.0
302,302,00172,32.0,13529289600.0,11.7,8.59,5.76,576.0,19.9872,2.3267986030267753,13539139200.0,8.0,7.5,28.0,224.0,0.4,24.192,0.0,8.8,20.8,29.6,57.692307692307686,3.0,1.0,0.0
303,303,,,13445049600.0,,,,,,,,,,,,,,,19.6,19.2,38.8,2.040816326530623,2.0,1.0,0.0
304,304,00195,40.0,13416278400.0,3.2,5.28,7.16,716.0,24.845200000000002,4.7055303030303035,13414550400.0,2.2,7.5,16.0,35.2,0.5,1.3200000000000003,0.0,22.3,15.3,37.6,31.39013452914798,1.5,0.0,0.0
305,305,00023,37.0,13479177600.0,4.72,2.77,4.48,448.00000000000006,15.545600000000002,5.6121299638989175,13479177600.0,,,,,,,,18.0,17.5,35.5,2.7777777777777777,3.0,1.0,0.0
306,306,,,13490668800.0,,,,,,,,,,,,,,,15.9,10.1,26.0,36.47798742138365,0.0,0.0,0.0
307,307,00073,36.0,13584844800.0,18.92,6.83,5.37,537.0,18.6339,2.7282430453879942,13584844800.0,3.3,7.2,2.5,8.25,0.4,0.1485,0.0,8.4,5.8,14.2,30.95238095238096,0.0,0.0,0.0
308,308,00159,30.0,13442889600.0,3.44,3.75,7.46,746.0,25.886200000000002,6.902986666666667,13434854400.0,4.0,7.5,0.6,2.4,1.8,0.0,0.0,18.3,6.6,24.9,63.934426229508205,2.0,0.0,0.0
309,309,00176,45.0,13463452800.0,7.9,6.43,5.57,557.0,19.327900000000003,3.0058942457231734,13431484800.0,2.5,7.2,25.0,62.5,0.6,3.125,0.0,0.0,21.2,21.2,100.0,2.0,0.0,0.0
310,310,,,13419993600.0,,,,,,,,,,,,,,,14.5,13.6,28.1,6.206896551724141,3.0,0.0,0.0
311,311,00157,,,3.11,2.03,4.68,468.0,16.2396,7.999802955665025,13602038400.0,4.0,7.4,70.0,280.0,0.6,38.64,0.0,17.1,7.8,24.900000000000002,54.385964912280706,0.0,0.0,0.0
312,312,NA,32.0,13355107200.0,8.17,6.82,6.6,660.0,22.902,3.358064516129032,13355107200.0,2.0,7.4,1.0,2.0,0.4,0.0,0.0,13.0,6.0,19.0,53.84615384615385,4.0,0.0,0.0
313,313,,,13484102400.0,,,,,,,,,,,,,,,10.5,9.5,20.0,9.523809523809524,0.0,0.0,0.0
314,314,,,13359772800.0,,,,,,,,,,,,,,,20.0,10.0,30.0,50.0,0.0,0.0,0.0
315,315,00154,24.0,13427769600.0,3.22,3.31,9.27,927.0,32.1669,9.71809667673716,13427683200.0,1.0,7.6,85.0,85.0,0.5,6.375,0.0,13.1,10.9,24.0,16.793893129770986,3.5,2.5,0.0
316,316,00133,33.0,13484102400.0,2.94,3.36,2.82,282.0,9.7854,2.9123214285714285,13472870400.0,7.2,7.4,58.0,417.6,0.8,25.056,0.0,23.2,19.1,42.3,17.672413793103438,2.5,1.0,0.0
317,317,00146,37.0,13411440000.0,2.21,2.25,4.64,463.99999999999994,16.1008,7.155911111111111,13413600000.0,3.2,7.2,1.5,4.8,0.5,0.0384,0.0,20.6,15.6,36.2,24.27184466019418,3.0,0.0,0.0
318,318,62024,37.0,13376966400.0,3.12,3.39,4.54,454.0,15.753800000000002,4.647138643067847,13372732800.0,,,,,,,,17.0,0.0,17.0,100.0,0.0,0.0,0.0
319,319,NA,40.0,13385433600.0,1.87,1.74,4.02,401.99999999999994,13.949399999999999,8.016896551724138,13384137600.0,2.5,7.4,140.0,350.0,0.5,13.125,0.0,27.3,24.0,51.3,12.087912087912091,0.0,0.0,0.0
320,320,,24.0,13494297600.0,,,,,,,13494297600.0,1.5,7.4,300.0,450.0,0.5,86.4,0.0,20.2,19.9,40.099999999999994,1.4851485148514887,2.5,0.0,0.0
321,321,,30.0,13440470400.0,,,,,,,,0.6,7.2,0.0,0.0,0.7,0.0,1.0,7.0,6.8,13.8,2.85714285714286,3.5,2.0,0.0
322,322,NA,37.0,13493606400.0,2.67,1.03,1.9,190.0,6.593,6.400970873786408,13493606400.0,,,,,,,,12.2,12.4,24.6,1.6129032258064602,0.0,0.0,0.0
323,323,,,13403059200.0,,,,,,,,,,,,,,,20.3,22.3,42.6,8.968609865470851,1.0,0.0,0.0
324,324,00166,26.0,13549680000.0,3.28,2.78,6.52,652.0,22.6244,8.138273381294965,13547606400.0,2.5,7.5,28.0,70.0,2.0,7.0,0.0,26.4,26.3,52.7,0.37878787878787074,0.0,0.0,0.0
325,325,00123,19.0,13579574400.0,1.29,6.51,6.52,652.0,22.6244,3.475330261136713,13579574400.0,1.8,7.5,0.0,0.0,3.9,0.0,1.0,19.7,22.2,41.9,11.26126126126126,2.0,0.0,0.0
326,326,,,13421462400.0,,,,,,,,,,,,,,,12.3,14.8,27.1,16.89189189189189,0.0,0.0,0.0
327,327,NA,23.0,13363401600.0,0.36,0.08,0.7,70.0,2.429,30.362499999999997,13363401600.0,0.6,7.5,0.0,0.0,1.5,0.0,1.0,0.7,0.3,1.0,57.14285714285714,0.0,0.0,0.0
328,328,,,13348022400.0,,,,,,,,,,,,,,,14.9,16.5,31.4,9.696969696969694,0.0,0.0,0.0
329,329,00167,18.0,13583635200.0,2.55,5.31,6.06,606.0,21.0282,3.9601129943502826,13583635200.0,2.2,7.6,68.0,149.60000000000002,0.6,18.1016,0.0,17.8,18.3,36.1,2.73224043715847,3.0,0.0,0.0
330,330,,,13458096000.0,,,,,,,,,,,,,,,22.0,22.7,44.7,3.0837004405286312,2.0,0.0,0.0
331,331,NA,35.0,13453257600.0,5.03,2.11,4.71,471.0,16.343700000000002,7.7458293838862575,13453603200.0,4.0,7.5,18.0,72.0,0.9,3.96,0.0,12.5,12.6,25.1,0.7936507936507908,1.0,0.0,0.0
332,332,,,13429670400.0,,,,,,,,,,,,,,,20.6,19.7,40.3,4.368932038834961,0.0,0.0,0.0
333,333,,,13423622400.0,,,,,,,,,,,,,,,24.9,19.2,44.099999999999994,22.89156626506024,0.0,0.0,0.0
334,334,,,13472265600.0,,,,,,,,,,,,,,,20.3,13.1,33.4,35.46798029556651,3.0,0.0,0.0
335,335,00041,39.0,13542163200.0,4.65,4.62,4.17,417.0,14.4699,3.132012987012987,13542163200.0,4.5,7.6,40.0,180.0,0.5,10.53,0.0,17.0,11.4,28.4,32.94117647058823,0.0,1.0,0.0
336,336,00039,,13566268800.0,4.2,5.2,1.88,188.0,6.5236,1.2545384615384616,13566268800.0,1.9,7.5,3.0,5.7,0.7,0.057,0.0,13.9,11.3,25.200000000000003,18.70503597122302,1.0,0.0,0.0
337,337,,,13423536000.0,,,,,,,,,,,,,,,9.9,9.7,19.6,2.020202020202031,0.5,0.0,0.0
338,338,,30.0,13457404800.0,,,,,,,,,,,,,,,0.0,9.4,9.4,100.0,2.0,0.0,0.0
339,339,,,13550630400.0,,,,,,,,,,,,,,,18.4,16.1,34.5,12.499999999999986,0.0,0.0,0.0
340,340,,30.0,13346467200.0,,,,,,,,,,,,,,,1.3,18.9,20.2,93.12169312169311,0.0,0.0,0.0
341,341,,,13496716800.0,,,,,,,,,,,,,,,8.3,4.9,13.200000000000001,40.963855421686745,3.5,2.5,0.0
342,342,,,13499136000.0,,,,,,,,,,,,,,,8.9,9.2,18.1,3.26086956521738,3.5,0.0,0.0
343,343,00133,29.0,13472524800.0,7.13,2.5,6.71,671.0,23.2837,9.31348,13472524800.0,2.0,7.4,28.0,56.0,0.3,6.272,0.0,9.4,9.4,18.8,0.0,2.5,0.0,0.0
344,344,00159,29.0,13479696000.0,0.04,5.79,13.11,1311.0,45.4917,7.856943005181347,13479868800.0,2.0,7.4,10.0,20.0,0.6,0.75,0.0,14.5,10.7,25.2,26.20689655172414,0.0,0.0,0.0
345,345,NA,39.0,13416624000.0,2.17,2.16,7.87,787.0,27.3089,12.643009259259259,13416624000.0,5.0,7.6,38.0,190.0,0.8,22.23,0.0,18.9,18.7,37.599999999999994,1.0582010582010546,0.0,0.0,0.0
346,346,,,13487385600.0,,,,,,,,,,,,,,,19.7,15.7,35.4,20.304568527918782,0.0,0.0,0.0
347,347,,,13366425600.0,,,,,,,,,,,,,,,6.9,13.8,20.700000000000003,50.0,0.0,0.0,0.0
348,348,,,13524364800.0,,,,,,,,,,,,,,,17.7,15.8,33.5,10.73446327683615,2.0,0.0,0.0
349,349,NA,,13527907200.0,14.5,4.3,2.1,210.0,7.287000000000001,1.694651162790698,13527907200.0,1.0,7.7,22.0,22.0,0.5,0.66,0.0,10.4,12.7,23.1,18.110236220472434,0.0,0.0,0.0
350,350,,,13422326400.0,,,,,,,,,,,,,,,11.1,10.0,21.1,9.909909909909906,0.0,0.0,0.0
351,351,00054,28.0,13491014400.0,1.87,3.14,8.32,832.0,28.870400000000004,9.1943949044586,13490496000.0,2.0,7.4,35.0,70.0,0.5,5.6,0.0,9.2,8.7,17.9,5.434782608695652,3.0,1.5,0.0
352,352,00071,20.0,13529980800.0,1.52,2.32,4.3,430.0,14.921,6.43146551724138,13529980800.0,1.0,7.5,107.0,107.0,0.7,14.7125,0.0,22.0,21.2,43.2,3.63636363636364,3.0,0.0,0.0
353,353,,,13397875200.0,,,,,,,,,,,,,,,28.0,29.0,57.0,3.4482758620689653,2.0,0.0,0.0
354,354,00175,43.0,13493433600.0,2.8,2.63,4.26,426.0,14.7822,5.620608365019011,13476672000.0,3.2,7.5,38.0,121.60000000000001,0.5,15.2,0.0,9.8,9.8,19.6,0.0,3.5,0.0,0.0
355,355,,,13465267200.0,,,,,,,,,,,,,,,13.4,14.3,27.700000000000003,6.293706293706296,0.0,0.0,0.0
356,356,NA,37.0,13476153600.0,3.59,2.63,6.72,672.0,23.3184,8.866311787072243,13472524800.0,6.4,7.5,28.0,179.20000000000002,0.3,15.769600000000002,0.0,20.4,17.9,38.3,12.254901960784315,2.5,0.0,0.0
357,357,00147,41.0,13464144000.0,49.19,13.13,4.58,458.0,15.892600000000002,1.2104036557501905,13466304000.0,,,,,,,,5.2,9.3,14.5,44.086021505376344,0.0,0.0,0.0
358,358,00039,31.0,13537584000.0,4.78,2.47,2.87,287.0,9.958900000000002,4.031943319838057,13537584000.0,5.5,7.4,13.0,71.5,0.4,2.86,0.0,11.7,12.8,24.5,8.59375000000001,2.0,0.0,0.0
359,359,,,13442284800.0,,,,,,,,,,,,,,,30.9,25.0,55.9,19.09385113268608,3.5,0.0,0.0
360,360,,36.0,13350787200.0,,,,,,,,,,,,,,,0.0,17.0,17.0,100.0,3.0,0.0,0.0
361,361,NA,39.0,13427164800.0,1.98,2.22,3.85,385.0,13.3595,6.017792792792792,13427164800.0,5.0,7.5,5.0,25.0,0.4,0.0,0.0,18.2,21.1,39.3,13.744075829383895,1.0,0.0,0.0
362,362,04011,29.0,13488854400.0,1.57,1.57,3.75,375.0,13.012500000000001,8.288216560509554,13493606400.0,5.5,7.7,18.0,99.0,0.6,7.92,0.0,11.7,10.7,22.4,8.547008547008547,4.0,1.0,0.0
363,363,00123,41.0,13494988800.0,39.2,12.76,4.0,400.0,13.88,1.0877742946708464,13494988800.0,,,,,,,,1.6,1.4,3.0,12.50000000000001,0.0,0.0,1.0
364,364,73015,23.0,13371350400.0,9.9,6.36,3.56,356.0,12.353200000000001,1.9423270440251572,13392432000.0,3.5,7.4,45.0,157.5,1.3,22.68,0.0,16.0,13.0,29.0,18.75,0.0,0.0,0.0
365,365,,,13503715200.0,,,,,,,,,,,,,,,19.0,20.3,39.3,6.403940886699511,0.0,0.0,0.0
366,366,,,13503369600.0,,,,,,,,,,,,,,,15.0,15.9,30.9,5.660377358490568,0.0,0.0,0.0
367,367,00185,32.0,13408416000.0,12.67,3.27,,,,,13408416000.0,2.5,7.4,0.6,1.5,0.9,0.0,0.0,6.8,6.3,13.1,7.352941176470589,0.0,0.0,0.0
368,368,,,13435977600.0,,,,,,,,,,,,,,,19.1,17.7,36.8,7.329842931937184,2.5,0.0,0.0
369,369,00159,,13476499200.0,2.5,2.65,7.14,714.0,24.7758,9.349358490566038,,2.5,7.4,100.0,250.0,0.4,44.0,0.0,11.4,9.8,21.200000000000003,14.035087719298241,0.0,0.0,0.0
370,370,,,13440470400.0,,,,,,,,,,,,,,,13.1,11.2,24.299999999999997,14.503816793893131,2.0,0.0,0.0
371,371,00065,44.0,13462588800.0,14.39,6.56,3.05,305.0,10.5835,1.6133384146341465,13460860800.0,2.3,7.5,0.0,0.0,0.3,0.0,1.0,9.1,8.4,17.5,7.6923076923076845,0.0,0.0,0.0
372,372,00199,33.0,13474080000.0,2.26,1.25,4.66,466.0,16.1702,12.936160000000001,13392518400.0,2.4,7.3,130.0,312.0,0.6,69.264,0.0,16.1,15.4,31.5,4.347826086956528,0.0,0.0,0.0
373,373,00128,25.0,13388457600.0,3.41,2.12,5.01,501.0,17.3847,8.200330188679244,13482892800.0,2.0,7.2,130.0,260.0,0.3,57.2,0.0,14.0,14.0,28.0,0.0,1.5,0.0,0.0
374,374,,,13443494400.0,,,,,,,,,,,,,,,16.3,15.2,31.5,6.74846625766872,3.0,0.0,0.0
375,375,,,13472870400.0,,,,,,,,,,,,,,,12.3,14.0,26.3,12.142857142857137,0.0,0.0,0.0
376,376,,,13492915200.0,,,,,,,,,,,,,,,14.0,14.3,28.3,2.097902097902103,2.0,0.0,0.0
377,377,NA,38.0,13363142400.0,4.59,1.07,5.04,504.0,17.4888,16.34467289719626,13363142400.0,1.3,7.5,58.0,75.4,0.7,9.2365,0.0,12.0,12.0,24.0,0.0,2.0,0.0,0.0
378,378,,,13497926400.0,,,,,,,,,,,,,,,8.7,7.4,16.1,14.942528735632173,0.0,0.0,0.0
379,379,,,13390272000.0,,,,,,,,,,,,,,,21.0,18.0,39.0,14.285714285714285,2.0,0.0,0.0
380,380,,,13440470400.0,,,,,,,,,,,,,,,20.1,15.9,36.0,20.895522388059707,3.0,0.0,0.0
